AREA_IN_M2;PRICE;DATE;DISTRICT
52.0;2300.0;2022-10-14;piątkowo
32.0;2150.0;2022-10-14;śródka
37.0;1800.0;2022-10-14;śródka
50.0;2500.0;2022-10-14;górczyn
45.7;1600.0;2022-10-14;górczyn
26.0;1800.0;2022-10-14;jeżyce
42.0;2500.0;2022-10-14;jeżyce
50.0;2300.0;2022-10-14;komandoria
38.0;1800.0;2022-10-14;winogrady
31.8;1500.0;2022-10-14;piątkowo
44.2;2200.0;2022-10-14;górczyn
38.0;2500.0;2022-10-14;rataje
31.0;1400.0;2022-10-14;górczyn
29.0;1950.0;2022-10-14;wilda
38.0;2000.0;2022-10-14;winogrady
47.0;2950.0;2022-10-14;stare miasto
40.0;3000.0;2022-10-14;komandoria
42.0;1200.0;2022-10-14;winogrady
73.0;3300.0;2022-10-14;łacina
65.0;2800.0;2022-10-14;łacina
40.0;2000.0;2022-10-14;sołacz
39.0;1800.0;2022-10-14;winogrady
30.0;1550.0;2022-10-14;junikowo
50.0;2500.0;2022-10-14;grunwald
60.0;2400.0;2022-10-14;łazarz
34.0;2100.0;2022-10-14;łazarz
50.0;1500.0;2022-10-13;naramowice
36.0;2200.0;2022-10-13;grunwald
48.0;2300.0;2022-10-13;chartowo
40.0;1900.0;2022-10-13;grunwald
40.0;2000.0;2022-10-13;sołacz
45.0;2200.0;2022-10-13;łazarz
42.3;1650.0;2022-10-13;stare miasto
45.0;1850.0;2022-10-13;chartowo
49.0;2500.0;2022-10-13;piątkowo
50.0;1999.0;2022-10-13;jeżyce
66.0;3000.0;2022-10-13;łazarz
35.0;1750.0;2022-10-13;łacina
42.0;2100.0;2022-10-13;jeżyce
30.0;2200.0;2022-10-13;jeżyce
50.0;2100.0;2022-10-13;szczepankowo
42.0;1900.0;2022-10-13;grunwald
53.0;2300.0;2022-10-13;rataje
45.0;2000.0;2022-10-13;łazarz
64.0;2300.0;2022-10-13;strzeszyn
55.0;2250.0;2022-10-13;górczyn
36.78;2200.0;2022-10-13;rataje
62.0;2499.0;2022-10-13;łazarz
40.0;2000.0;2022-10-13;winiary
40.0;2200.0;2022-10-13;piątkowo
38.0;2450.0;2022-10-13;jeżyce
73.0;3400.0;2022-10-13;grunwald
53.3;1800.0;2022-10-13;łacina
52.0;3000.0;2022-10-13;stare miasto
49.0;2100.0;2022-10-13;piątkowo
48.0;2100.0;2022-10-13;piątkowo
48.0;2200.0;2022-10-13;jeżyce
36.0;1400.0;2022-10-13;dębiec
50.0;2780.0;2022-10-13;rataje
48.0;2150.0;2022-10-13;jeżyce
72.0;3000.0;2022-10-13;wilda
82.0;2600.0;2022-10-13;junikowo
120.0;10000.0;2022-10-13;wilda
70.0;2000.0;2022-10-13;jeżyce
49.0;2400.0;2022-10-13;strzeszyn
110.0;2900.0;2022-10-13;naramowice
30.7;1350.0;2022-10-13;stare miasto
32.0;1500.0;2022-10-13;jeżyce
65.0;2600.0;2022-10-13;stare miasto
50.0;2000.0;2022-10-13;strzeszyn
53.0;2000.0;2022-10-13;stare miasto
71.0;7500.0;2022-10-13;grunwald
40.0;1650.0;2022-10-13;stare miasto
50.44;2500.0;2022-10-13;grunwald
67.0;2200.0;2022-10-13;wilda
39.0;2300.0;2022-10-12;grunwald
39.0;2300.0;2022-10-12;stare miasto
30.0;1600.0;2022-10-12;wilda
40.0;2000.0;2022-10-12;winiary
50.0;2500.0;2022-10-12;strzeszyn
25.0;800.0;2022-10-12;wilda
33.0;2200.0;2022-10-12;ogrody
89.0;4000.0;2022-10-12;wilda
68.0;3700.0;2022-10-12;stare miasto
38.0;2300.0;2022-10-12;wilda
44.0;2400.0;2022-10-12;chartowo
17.0;800.0;2022-10-12;chartowo
48.0;1700.0;2022-10-12;jeżyce
54.0;1800.0;2022-10-12;piątkowo
10.0;80.0;2022-10-12;chartowo
38.3;2200.0;2022-10-12;winogrady
30.0;1500.0;2022-10-12;winogrady
43.0;2150.0;2022-10-12;chartowo
100.0;3000.0;2022-10-12;łazarz
40.0;2000.0;2022-10-12;winogrady
30.0;1800.0;2022-10-12;rataje
28.0;1800.0;2022-10-12;sołacz
47.0;2500.0;2022-10-12;grunwald
45.0;1200.0;2022-10-12;łazarz
54.0;2200.0;2022-10-12;piątkowo
27.0;1750.0;2022-10-12;sołacz
28.0;1400.0;2022-10-12;sołacz
48.0;2200.0;2022-10-12;łazarz
38.0;1980.0;2022-10-12;stare miasto
31.0;1800.0;2022-10-12;warszawskie
35.0;2200.0;2022-10-12;grunwald
30.0;1600.0;2022-10-12;wilda
53.5;2500.0;2022-10-12;wilda
28.0;2150.0;2022-10-12;wilda
63.0;2870.0;2022-10-12;grunwald
39.0;2000.0;2022-10-12;stare miasto
65.0;2800.0;2022-10-12;junikowo
51.0;2500.0;2022-10-12;wilda
45.0;2400.0;2022-10-12;junikowo
50.0;2600.0;2022-10-12;dębiec
36.0;2000.0;2022-10-11;rataje
48.0;2600.0;2022-10-11;szczepankowo
48.0;2550.0;2022-10-11;grunwald
81.0;935.0;2022-10-11;wilda
81.33;935.3;2022-10-11;wilda
58.0;2100.0;2022-10-11;warszawskie
30.0;1700.0;2022-10-11;naramowice
40.0;2500.0;2022-10-11;łazarz
45.13;2300.0;2022-10-11;naramowice
38.0;2400.0;2022-10-11;rataje
34.0;1775.0;2022-10-11;jeżyce
106.8;1280.0;2022-10-11;wilda
65.0;2800.0;2022-10-11;jeżyce
51.0;2200.0;2022-10-11;piątkowo
48.0;2400.0;2022-10-11;stare miasto
47.0;1600.0;2022-10-11;winogrady
48.0;2500.0;2022-10-11;piątkowo
44.0;2000.0;2022-10-11;rataje
34.0;2300.0;2022-10-11;rataje
32.0;1400.0;2022-10-11;winogrady
43.0;2300.0;2022-10-11;grunwald
58.0;3500.0;2022-10-11;wilda
55.0;2400.0;2022-10-11;winiary
73.0;2700.0;2022-10-11;piątkowo
49.0;2200.0;2022-10-11;sołacz
40.0;1800.0;2022-10-11;górczyn
40.0;2000.0;2022-10-10;winiary
25.0;1399.0;2022-10-10;chartowo
50.0;2500.0;2022-10-10;grunwald
52.0;3200.0;2022-10-10;winogrady
50.0;1700.0;2022-10-10;piątkowo
62.3;2500.0;2022-10-10;warszawskie
59.0;2550.0;2022-10-10;piątkowo
40.0;1800.0;2022-10-10;chartowo
31.0;2700.0;2022-10-10;łacina
48.0;3000.0;2022-10-10;rataje
30.0;1200.0;2022-10-10;jeżyce
38.0;1600.0;2022-10-10;rataje
37.5;2300.0;2022-10-10;rataje
39.0;2000.0;2022-10-10;wilda
29.0;1900.0;2022-10-10;stare miasto
50.5;2600.0;2022-10-10;grunwald
46.0;2000.0;2022-10-10;dębiec
50.0;2050.0;2022-10-10;rataje
48.0;2500.0;2022-10-10;rataje
58.6;230.0;2022-10-10;chartowo
28.0;1500.0;2022-10-10;junikowo
75.0;2500.0;2022-10-10;górczyn
48.0;1800.0;2022-10-10;wilda
64.0;2600.0;2022-10-10;jeżyce
32.0;1800.0;2022-10-10;jeżyce
31.0;1600.0;2022-10-10;naramowice
15.0;2000.0;2022-10-10;stare miasto
52.0;1400.0;2022-10-10;ogrody
15.0;900.0;2022-10-10;grunwald
92.0;3500.0;2022-10-10;grunwald
28.0;1700.0;2022-10-10;jeżyce
55.0;2500.0;2022-10-10;smochowice
74.0;2800.0;2022-10-10;piątkowo
45.0;3200.0;2022-10-10;stare miasto
28.3;1400.0;2022-10-10;grunwald
61.0;3199.0;2022-10-10;chartowo
38.0;1500.0;2022-10-10;winogrady
40.0;2350.0;2022-10-10;stare miasto
38.0;1750.0;2022-10-10;ogrody
64.0;1850.0;2022-10-10;piątkowo
62.0;2000.0;2022-10-10;wilda
53.0;2500.0;2022-10-10;winogrady
47.0;2700.0;2022-10-10;łacina
70.0;3200.0;2022-10-10;stare miasto
38.0;1470.0;2022-10-10;smochowice
61.0;2800.0;2022-10-10;chartowo
41.0;3000.0;2022-10-10;jeżyce
96.0;3850.0;2022-10-10;chartowo
70.0;2900.0;2022-10-10;winogrady
38.0;1800.0;2022-10-10;górczyn
31.0;1800.0;2022-10-10;wilda
38.0;1800.0;2022-10-09;warszawskie
32.0;2600.0;2022-10-09;stare miasto
34.0;700.0;2022-10-09;rataje
42.0;2300.0;2022-10-09;grunwald
68.0;5500.0;2022-10-09;stare miasto
32.0;1000.0;2022-10-09;starołęka
20.0;6000.0;2022-10-09;stare miasto
33.0;2300.0;2022-10-09;dębiec
57.0;1850.0;2022-10-09;winogrady
40.0;3000.0;2022-10-09;rataje
54.0;3200.0;2022-10-09;wilda
35.0;2300.0;2022-10-09;piątkowo
20.0;1500.0;2022-10-09;junikowo
33.0;1899.0;2022-10-09;jeżyce
56.6;2300.0;2022-10-09;jeżyce
35.0;1800.0;2022-10-09;łazarz
37.0;2000.0;2022-10-09;winiary
1.0;1600.0;2022-10-09;chartowo
53.0;2700.0;2022-10-09;grunwald
62.0;3250.0;2022-10-09;rataje
38.0;2000.0;2022-10-09;winogrady
20.0;1650.0;2022-10-09;łacina
48.0;1800.0;2022-10-09;wilda
48.0;2800.0;2022-10-09;stare miasto
100.0;4000.0;2022-10-09;stare miasto
47.0;2300.0;2022-10-09;winiary
50.0;2300.0;2022-10-09;jeżyce
44.0;800.0;2022-10-09;łazarz
65.0;2200.0;2022-10-09;grunwald
40.0;1900.0;2022-10-09;jeżyce
80.0;650.0;2022-10-09;junikowo
41.0;2250.0;2022-10-09;stare miasto
73.0;3300.0;2022-10-08;łazarz
30.0;1850.0;2022-10-08;smochowice
64.0;4500.0;2022-10-08;stare miasto
48.0;2600.0;2022-10-08;winogrady
29.0;1700.0;2022-10-08;łazarz
80.0;2000.0;2022-10-08;naramowice
52.0;2000.0;2022-10-08;stare miasto
48.0;2200.0;2022-10-08;winogrady
73.0;3000.0;2022-10-08;rataje
72.0;2799.0;2022-10-08;łazarz
37.0;2200.0;2022-10-08;ogrody
14.0;800.0;2022-10-08;winogrady
41.1;2600.0;2022-10-08;jeżyce
47.9;2650.0;2022-10-08;naramowice
53.0;2200.0;2022-10-08;grunwald
49.0;2600.0;2022-10-08;jeżyce
40.42;1900.0;2022-10-08;naramowice
87.0;4000.0;2022-10-08;wilda
15.0;1400.0;2022-10-08;grunwald
65.0;3000.0;2022-10-08;łazarz
67.0;3850.0;2022-10-08;stare miasto
60.0;3000.0;2022-10-08;górczyn
36.0;1500.0;2022-10-08;jeżyce
28.0;1600.0;2022-10-08;wilda
65.0;2400.0;2022-10-08;stare miasto
37.0;2200.0;2022-10-08;dębiec
40.0;2000.0;2022-10-08;podolany
48.0;2400.0;2022-10-08;winogrady
27.0;2000.0;2022-10-08;stare miasto
18.0;1000.0;2022-10-08;jeżyce
45.0;4000.0;2022-10-08;dębiec
38.0;2700.0;2022-10-08;łacina
51.49;2850.0;2022-10-08;jeżyce
37.0;2300.0;2022-10-08;dębiec
32.0;1700.0;2022-10-08;grunwald
29.0;1500.0;2022-10-07;naramowice
56.8;4000.0;2022-10-07;naramowice
60.0;2900.0;2022-10-07;chartowo
49.0;2900.0;2022-10-07;jeżyce
42.0;3000.0;2022-10-07;wilda
52.0;2700.0;2022-10-07;chartowo
25.0;1549.0;2022-10-07;wilda
39.5;1450.0;2022-10-07;górczyn
46.0;1900.0;2022-10-07;winogrady
80.0;6700.0;2022-10-07;ogrody
50.0;3000.0;2022-10-07;warszawskie
50.0;1800.0;2022-10-07;naramowice
25.0;1300.0;2022-10-07;ogrody
71.0;3100.0;2022-10-07;łazarz
46.0;1800.0;2022-10-07;winogrady
39.0;2000.0;2022-10-07;winiary
80.0;1900.0;2022-10-07;naramowice
49.2;1700.0;2022-10-07;piątkowo
45.0;1900.0;2022-10-07;piątkowo
67.0;2400.0;2022-10-07;naramowice
47.0;2000.0;2022-10-07;piątkowo
66.0;2400.0;2022-10-07;warszawskie
34.0;2100.0;2022-10-07;piątkowo
40.0;1800.0;2022-10-07;winiary
25.0;2000.0;2022-10-07;stare miasto
29.0;2100.0;2022-10-07;komandoria
65.0;3900.0;2022-10-07;podolany
